"genre","publisher","developer","critic_score","release_date","total_sales","release_Month"
"Puzzle","Mumbo Jumbo","MumboJumbo",NA,2007-04-25,NA,4
"Puzzle","UFO Interactive","Starfish",NA,2010-07-06,NA,7
"Puzzle","Hudson Soft","Hudson Soft",NA,2009-10-27,NA,10
"Puzzle","Hudson Soft","Hudson Soft",NA,1985-04-17,NA,4
"Puzzle","RealArcade","Puzzle Lab",NA,2008-01-02,NA,1
"Puzzle","Hudson Soft","Now Production",NA,2007-02-26,NA,2
"Puzzle","NEC","Now Production",NA,1990-01-01,NA,1
"Puzzle","Konami","Konami",NA,1995-12-15,NA,12
"Puzzle","Namco","Namco",NA,1992-01-14,NA,1
"Puzzle","J-Wing","J-Wing",NA,1995-04-28,NA,4
"Puzzle","Valcon Games","Zoe Mode",8,2010-02-03,NA,2
"Puzzle","Unknown","Zoe Mode",7.6,2011-03-29,NA,3
"Puzzle","Atari","Atari",NA,1989-01-01,NA,1
"Puzzle","Unknown","Ariadne",NA,1995-10-27,NA,10
"Puzzle","Konami","Konami",NA,2002-02-07,NA,2
"Puzzle","JV Games Inc.","JV Games Inc.",NA,2009-11-30,NA,11
"Puzzle","Unknown","Filematch Ltd.",NA,2011-12-08,NA,12
"Puzzle","PopCap Games","PopCap Games",NA,2007-05-30,NA,5
"Puzzle","Imagineer","Imagineer",NA,2003-12-05,NA,12
"Puzzle","Gamehastra","GameShastra",NA,2009-11-18,NA,11
"Puzzle","Digital Tentacle","Digital Tentacle",NA,2014-04-17,NA,4
"Puzzle","Digital Tentacle","Digital Tentacle",NA,2014-04-17,NA,4
"Puzzle","Unknown","Planning System",NA,1991-04-06,NA,4
"Puzzle","Teyon Entertainment","SelectSoft",NA,2014-07-03,NA,7
"Puzzle","Gizmondo Studios","AI Factory",NA,2005-10-22,NA,10
"Puzzle","Altron","Altron",NA,2001-06-21,NA,6
"Puzzle","Taito","Taito Corporation",NA,1997-02-14,NA,2
"Puzzle","Mud Duck Productions","Altron",NA,2003-01-01,NA,1
"Puzzle","FobTi Interactive","FobTi Interactive",NA,2012-09-30,NA,9
"Puzzle","Tokuma Shoten","Tokuma Shoten",NA,1996-08-09,NA,8
"Puzzle","Tokuma Shoten","Axes Art Amuse",NA,1995-12-08,NA,12
"Puzzle","Tokuma Shoten","Tokuma Shoten",NA,1996-07-26,NA,7
"Puzzle","Nintendo","Nintendo R&D1",NA,2008-09-01,NA,9
"Puzzle","Nintendo","Nintendo R&D1",NA,1992-04-28,NA,4
"Puzzle","Futurlab 1","FuturLab",NA,2010-08-31,NA,8
"Puzzle","ENTERBRAIN,INC.","ENTERBRAIN,INC.",NA,2014-06-26,NA,6
"Puzzle","Konami","Voltex, Inc.",NA,2008-07-16,NA,7
"Puzzle","Cypronia","Large Animal Games",NA,2014-06-19,NA,6
"Puzzle","Cypronia","Large Animal Games",NA,2014-06-19,NA,6
"Puzzle","Exkee","Exkee",7,2009-09-07,NA,9
"Puzzle","Microsoft","HackerFace",NA,2009-08-30,NA,8
"Puzzle","Unknown","Unknown",NA,2014-04-05,NA,4
"Puzzle","Atari","Success",NA,2009-09-18,NA,9
"Puzzle","Media Factory","Marigul",NA,1999-08-01,NA,8
"Puzzle","Sega","Sega",NA,2010-07-22,NA,7
"Puzzle","Sega","Sega",NA,1990-01-01,NA,1
"Puzzle","Sega","Sega",6.5,2006-12-04,NA,12
"Puzzle","Sega","Sega",NA,1990-06-29,NA,6
"Puzzle","Sega","Sega",NA,1991-01-01,NA,1
"Puzzle","Nippon Telenet","Laser Soft",NA,1991-03-29,NA,3
"Puzzle","THQ","Sega",7.3,2002-02-04,NA,2
"Puzzle","Media Factory","Media Factory",NA,1999-11-05,NA,11
"Puzzle","Sega","Sega",NA,2010-10-06,NA,10
"Puzzle","Sega","Vic Tokai",NA,1993-12-17,NA,12
"Puzzle","Sega","Vic Tokai",NA,2008-02-04,NA,2
"Puzzle","Fortyfive","Fortyfive",NA,2000-05-11,NA,5
"Puzzle","Unknown","Unknown",NA,2014-07-07,NA,7
"Puzzle","Takara","Bit Managers",NA,1994-08-01,NA,8
"Puzzle","SCi","Freestylez",NA,1999-12-01,NA,12
"Puzzle","Unknown","Mindscape Inc.",NA,NA,NA,NA
"Puzzle","LukPlus","LukPlus",NA,2009-12-24,NA,12
"Puzzle","Namco Bandai","Namco",NA,2008-02-12,NA,2
"Puzzle","Namco","Namco",NA,1993-02-26,NA,2
"Puzzle","Namco Bandai","Namco",NA,2009-04-06,NA,4
"Puzzle","Microsoft","JDPCreations",NA,2008-12-08,NA,12
"Puzzle","AWEM Studio","AWEM Studio",NA,2011-11-23,NA,11
"Puzzle","AWEM Studio","AWEM Studio",NA,2007-12-12,NA,12
"Puzzle","Elephant Entertainment","cerasus.media GmbH",NA,2007-05-08,NA,5
"Puzzle","Hudson Soft","Hudson Soft",NA,2007-08-13,NA,8
"Puzzle","NEC","Hudson Soft",NA,1990-01-01,NA,1
"Puzzle","Kloonigames","Petri Purho",7.5,2009-01-07,NA,1
"Puzzle","Bandai","TOSE Software",NA,1993-08-27,NA,8
"Puzzle","Bandai","Bandai",NA,1996-09-27,NA,9
"Puzzle","Bandai","Bandai",NA,1995-03-10,NA,3
"Puzzle","Unknown","Playlogic",NA,NA,NA,NA
"Puzzle","Viva Media","FAKT Software GmBH",NA,2008-06-20,NA,6
"Puzzle","Viva Media","Fakt Software",NA,2009-10-15,NA,10
"Puzzle","Viva Media","Kalypso",NA,2009-04-24,NA,4
"Puzzle","DTP Entertainment","FAKT Software GmBH",5,2011-08-24,NA,8
"Puzzle","Unknown","FAKT Software GmBH",NA,NA,NA,NA
"Puzzle","Unknown","FAKT Software GmBH",NA,NA,NA,NA
"Puzzle","Microsoft","Ultizen Games",NA,2008-10-15,NA,10
"Puzzle","DTP Entertainment","Cranberry Production",NA,2009-06-15,NA,6
"Puzzle","DTP Entertainment","DTP Entertainment",NA,2010-07-19,NA,7
"Puzzle","Unknown","Manic Game Studios",8.7,2011-06-20,NA,6
"Puzzle","Capybara Games","Capybara Games",8.8,2009-10-08,NA,10
"Puzzle","Konami","Konami",NA,2008-05-19,NA,5
"Puzzle","Hudson Soft","Hudson Soft",NA,2007-05-24,NA,5
"Puzzle","Hudson Soft","Hudson Soft",NA,2007-10-25,NA,10
"Puzzle","Microsoft","Running Pixel",NA,2008-11-20,NA,11
"Puzzle","Home Entertainment Suppliers","Home Entertainment Suppliers",NA,2011-01-12,NA,1
"Puzzle","Color Dreams","Color Dreams",NA,1989-01-01,NA,1
"Puzzle","Atari","Color Dreams",NA,1990-01-01,NA,1
"Puzzle","Microsoft","Louis Ingenthron",NA,2008-11-03,NA,11
"Puzzle","D3 Publisher","Metia Interactive",NA,2008-09-17,NA,9
"Puzzle","Microsoft","FoomTown Game Studio",NA,2009-06-07,NA,6
"Puzzle","Microsoft","Uberplex",NA,2011-08-25,NA,8
"Puzzle","Microsoft","JeppeN",NA,2009-12-29,NA,12
"Puzzle","Microsoft","Raccoon456",NA,2009-05-12,NA,5
"Puzzle","Laughing Jackal","Laughing Jackal",6.6,2010-06-08,NA,6
"Puzzle","Laughing Jackal","Laughing Jackal",NA,2011-09-20,NA,9
"Puzzle","Sony Computer Entertainment","Creat Studios",NA,2009-01-08,NA,1
"Puzzle","Microsoft","Hidden Path Entertainment",NA,2008-10-27,NA,10
"Puzzle","Chillingo","Chillingo",NA,2011-10-20,NA,10
"Puzzle","ZeptoLab","ZeptoLab",NA,2012-11-07,NA,11
"Puzzle","ZeptoLab","ZeptoLab",NA,2011-06-01,NA,6
"Puzzle","Bandai","Bandai",NA,1999-12-22,NA,12
"Puzzle","Gamehastra","GameShastra",NA,2009-11-18,NA,11
"Puzzle","Microsoft","BlatterChip",NA,2009-09-29,NA,9
"Puzzle","Victory Lap Games","Vic Tokai",NA,1990-07-01,NA,7
"Puzzle","Psygnosis","Riedel Software",NA,1993-01-01,NA,1
"Puzzle","Metro 3D","Metro3D",NA,1996-06-28,NA,6
"Puzzle","Unknown","Namco Bandai Games",NA,NA,NA,NA
"Puzzle","Enjoy Gaming","Visual Impact",NA,2010-10-11,NA,10
"Puzzle","Electronic Arts","Sumo Digital",NA,2010-10-12,NA,10
"Puzzle","Electronic Arts","Sumo Digital",NA,2010-10-13,NA,10
"Puzzle","Neko Entertainment","Asamzak",NA,2011-06-23,NA,6
"Puzzle","Unknown","Tiger Games",NA,2011-02-22,NA,2
"Puzzle","Unknown","Denki",NA,NA,NA,NA
"Puzzle","Sony Music Entertainment","Opus Studio",NA,1998-01-08,NA,1
"Puzzle","Phoenix Games","Axes Art Amuse",NA,2003-12-31,NA,12
"Puzzle","Phoenix Games","The Code Monkeys",NA,2003-01-01,NA,1
"Puzzle","Square Enix","Square Enix",NA,2016-08-18,NA,8
"Puzzle","Nintendo","Nintendo R&D1",NA,1987-07-15,NA,7
"Puzzle","Nintendo","Nintendo R&D1",NA,2008-10-31,NA,10
"Puzzle","SNK","SNK Corporation",NA,1990-07-01,NA,7
"Puzzle","Panda Entertainment","Panda Entertainment",NA,1983-01-01,NA,1
"Puzzle","Atari","Atari",NA,1983-01-01,NA,1
"Puzzle","Atari","Namco",NA,1983-01-01,NA,1
"Puzzle","Namco","Namco",NA,1992-01-01,NA,1
"Puzzle","Atari","Atari",NA,1987-01-01,NA,1
"Puzzle","Namco Bandai","Namco",NA,2008-06-09,NA,6
"Puzzle","Namco Bandai","Namco",6.7,2006-10-11,NA,10
"Puzzle","Namco Bandai","Namco",NA,2009-10-20,NA,10
"Puzzle","Atari","Creature Labs",NA,2001-10-31,NA,10
"Puzzle","Namco Bandai","Namco",NA,2009-10-20,NA,10
"Puzzle","Bandai","Namco",NA,1989-12-01,NA,12
"Puzzle","Unknown","Sarbakan",NA,NA,NA,NA
"Puzzle","Unknown","Sarbakan",NA,NA,NA,NA
"Puzzle","Virtual Playground","Virtual Playground",NA,2011-01-24,NA,1
"Puzzle","Unknown","Unknown",NA,2014-07-07,NA,7
"Puzzle","Sony Computer Entertainment","Sony Computer Entertainment",NA,2010-03-04,NA,3
"Puzzle","Hudson Soft","Hudson Entertainment",6.4,2010-03-29,NA,3
"Puzzle","PlayFirst","GameLab",NA,2003-12-03,NA,12
"Puzzle","Hudson Soft","Hudson Entertainment",NA,2009-11-23,NA,11
"Puzzle","Big Fish Games","GameLab",6.4,2009-11-18,NA,11
"Puzzle","ValuSoft","GameLab",NA,2008-08-22,NA,8
"Puzzle","Take-Two Interactive","GameLab",NA,2007-06-11,NA,6
"Puzzle","Encore","GameLab",NA,2008-10-21,NA,10
"Puzzle","Atari","Imagitec Design, Inc.",NA,1992-01-01,NA,1
"Puzzle","Disney Interactive Studios","Disney Interactive Studios",5,2010-03-29,NA,3
"Puzzle","Disney Interactive Studios","Infogrames",NA,1994-01-01,NA,1
"Puzzle","THQ","Tiertex Design Studios",NA,1997-01-01,NA,1
"Puzzle","GungHo","Unknown",NA,2013-09-30,NA,9
"Puzzle","Unknown","Stickmen Studios",NA,NA,NA,NA
"Puzzle","Stickmen Studios","Stickmen Studios",NA,2010-10-15,NA,10
"Puzzle","Stickmen Studios","Stickmen Studios",NA,2011-01-17,NA,1
"Puzzle","Neko Entertainment","Alien After All",NA,2010-04-26,NA,4
"Puzzle","Neko Entertainment","Alien After All",NA,2010-12-27,NA,12
"Puzzle","Neko Entertainment","Alien After All",NA,2011-04-18,NA,4
"Puzzle","G.Rev","G.Rev",NA,2002-01-31,NA,1
"Puzzle","Nippon Ichi Software","Nippon Ichi Software",NA,1997-10-23,NA,10
"Puzzle","Sega","Sega",NA,1991-01-01,NA,1
"Puzzle","Imagineer","Zoom Inc.",NA,1994-10-28,NA,10
"Puzzle","Aksys Games","Jupiter Corporation",NA,2010-06-07,NA,6
"Puzzle","Microsoft","gameXcore",NA,2009-01-28,NA,1
"Puzzle","Aruze Corp","Aruze Corp",NA,2004-07-29,NA,7
"Puzzle","Enix","ChunSoft",NA,1985-07-18,NA,7
"Puzzle","Unknown","Unknown",NA,2014-08-12,NA,8
"Puzzle","Infogrames","Infogrames",NA,2002-07-27,NA,7
"Puzzle","Unknown","Bloober Team",NA,NA,NA,NA
"Puzzle","Unknown","Bloober Team",NA,NA,NA,NA
"Puzzle","Microsoft","Aztec",NA,2009-02-27,NA,2
"Puzzle","Nintendo","Nintendo",NA,2013-12-31,NA,12
"Puzzle","Nintendo","Nintendo",NA,1998-06-01,NA,6
"Puzzle","Unknown","Newcome",NA,NA,NA,NA
"Puzzle","Nintendo","Nintendo",NA,2009-04-20,NA,4
"Puzzle","Nintendo","Nintendo",NA,2008-05-26,NA,5
"Puzzle","Nintendo","Arika",NA,2008-05-26,NA,5
"Puzzle","Nintendo","Nintendo",NA,2015-06-11,NA,6
"Puzzle","Microsoft","Bill Reiss",NA,2008-12-19,NA,12
"Puzzle","Sega","Sega",NA,2010-07-22,NA,7
"Puzzle","Sega","Sega",NA,1993-01-01,NA,1
"Puzzle","Sega","Compile",NA,1994-01-01,NA,1
"Puzzle","Sega","Compile",NA,1993-02-01,NA,2
"Puzzle","Sega","Compile",NA,2006-12-11,NA,12
"Puzzle","NewKidCo","DC Studios",NA,2004-04-23,NA,4
"Puzzle","Success","AlwaysNeat",NA,2009-02-26,NA,2
"Puzzle","Crave Entertainment","Natsume",NA,2000-08-01,NA,8
"Puzzle","Success","AlwaysNeat",NA,2009-02-26,NA,2
"Puzzle","Micro Cabin","E.O. Imagination",NA,1999-05-04,NA,5
"Puzzle","Sony Computer Entertainment","E.O. Imagination",NA,2010-10-13,NA,10
"Puzzle","Unknown","Code Mystics",NA,2011-06-06,NA,6
"Puzzle","Xseed Games","Hi Corporation",NA,2009-06-22,NA,6
"Puzzle","Caravel Games","Caravel Games",NA,2008-09-12,NA,9
"Puzzle","Webfoot Technologies","Caravel Games",NA,1997-01-01,NA,1
"Puzzle","Caravel Games","Caravel Games",NA,2005-01-01,NA,1
"Puzzle","Caravel Games","Caravel Games",NA,2005-12-05,NA,12
"Puzzle","Caravel Games","Caravel Games",NA,2007-04-01,NA,4
"Puzzle","Caravel Games","Caravel Games",NA,2014-07-01,NA,7
"Puzzle","Caravel Games","Caravel Games",NA,2014-07-01,NA,7
"Puzzle","Caravel Games","Caravel Games",NA,2014-07-01,NA,7
"Puzzle","NEC","Data East",NA,1990-01-01,NA,1
"Puzzle","Hudson Soft","Data East",NA,2007-07-30,NA,7
"Puzzle","Atlus","Blitz Arcade",5,2009-06-24,NA,6
"Puzzle","Atlus","Blitz Arcade",NA,2009-06-30,NA,6
"Puzzle","Atlus","Blitz Arcade",7.8,2009-06-25,NA,6
"Puzzle","Media Works","Media Works",NA,2006-12-07,NA,12
"Puzzle","TDK Core","TDK Core",NA,2006-12-07,NA,12
"Puzzle","TDK Core","TDK Core",NA,2007-12-20,NA,12
"Puzzle","Microsoft","Mo",NA,2008-11-15,NA,11
"Puzzle","Ubisoft","Hudson Soft",NA,1992-01-01,NA,1
"Puzzle","StormBASIC","StormBasic Games",NA,2010-01-14,NA,1
"Puzzle","Electronic Arts","PopCap Games",NA,2002-04-18,NA,4
"Puzzle","Microsoft","Battenberg Software",NA,2010-02-02,NA,2
"Puzzle","Sony Computer Entertainment","SCE Japan Studio",NA,2008-05-01,NA,5
"Puzzle","Sony Computer Entertainment","SCE Japan Studio",NA,2008-05-01,NA,5
"Puzzle","Sony Computer Entertainment","SCE Japan Studio",8,2010-12-21,NA,12
"Puzzle","Sony Computer Entertainment","SCE Japan Studio",NA,2010-12-21,NA,12
"Puzzle","Halfbrick Studios","Halfbrick Studios",7.9,2009-11-18,NA,11
"Puzzle","Sony Computer Entertainment","SCE Japan Studio",7.5,2010-02-24,NA,2
"Puzzle","Two Tribes","Mobigame",NA,2011-08-11,NA,8
"Puzzle","Mobigame","Mobigame SARL",NA,2010-12-01,NA,12
"Puzzle","Klei Entertainment","Klei Entertainment",NA,2006-03-29,NA,3
"Puzzle","Klei Entertainment","Klei Entertainment",NA,2007-04-25,NA,4
"Puzzle","Electron Jump Games","Electron Jump Games",NA,2011-01-10,NA,1
"Puzzle","Unknown","Slang",NA,NA,NA,NA
"Puzzle","Sony Computer Entertainment","8bit Games",NA,2008-07-17,NA,7
"Puzzle","Mumbo Jumbo","Unknown",NA,2008-04-09,NA,4
"Puzzle","Microsoft","Laberinto",NA,2009-12-30,NA,12
"Puzzle","ValuSoft","Gunnar Games, Inc.",NA,2009-04-23,NA,4
"Puzzle","THQ","Gunnar Games, Inc.",NA,2011-05-31,NA,5
"Puzzle","Namco Bandai","Namco",NA,2009-03-26,NA,3
"Puzzle","Blitz Game Studios","Mere Mortals",NA,2009-11-11,NA,11
"Puzzle","Genterprise","Genterprise",NA,2009-08-19,NA,8
"Puzzle","NAC Geographic Products Inc.","NAC Geographic Products Inc.",NA,1999-10-28,NA,10
"Puzzle","Beatshapers","Pangea Software",NA,2011-03-01,NA,3
"Puzzle","DK Games","DK Games",NA,2009-04-06,NA,4
"Puzzle","DK Games","DK Games",NA,2009-10-14,NA,10
"Puzzle","Microsoft","see games",NA,2009-10-25,NA,10
"Puzzle","Sony Computer Entertainment","Fun Bits",NA,2012-02-14,NA,2
"Puzzle","Mumbo Jumbo","TrueThought",NA,2009-10-21,NA,10
"Puzzle","Atari","Imagitec Design, Inc.",NA,1994-01-01,NA,1
"Puzzle","Ubisoft","Taito Corporation",7.9,2009-04-23,NA,4
"Puzzle","Taito","Taito Corporation",7.5,2007-10-24,NA,10
"Puzzle","Taito","Taito Corporation",NA,2009-02-25,NA,2
"Puzzle","505 Games","Taito Corporation",NA,2007-03-23,NA,3
"Puzzle","Wisdom Tree","Color Dreams",NA,1992-01-01,NA,1
"Puzzle","Wisdom Tree","Wisdom Tree",NA,1993-01-01,NA,1
"Puzzle","Wisdom Tree","Wisdom Tree",NA,1990-01-01,NA,1
"Puzzle","Sachen","sachen",NA,1994-01-01,NA,1
"Puzzle","Gamelion Studios","SkyZone Entertainment, Inc.",NA,2010-02-08,NA,2
"Puzzle","Unknown","SkyZone Entertainment, Inc.",NA,NA,NA,NA
"Puzzle","Unknown","O3 Entertainment",NA,NA,NA,NA
"Puzzle","ValuSoft","THQ",NA,2009-02-17,NA,2
"Puzzle","Nordcurrent","Ivolgamus",7,2009-05-21,NA,5
"Puzzle","Good-feel Co. Ltd.","Good-feel Co. Ltd.",NA,2014-08-19,NA,8
"Puzzle","SilverStar","SilverStar Japan",NA,2010-04-21,NA,4
"Puzzle","Zoom","Zoom Inc.",NA,2010-02-23,NA,2
"Puzzle","King.com","King.com",NA,2013-03-26,NA,3
"Puzzle","Brighter Minds Media","Large Animal Games",NA,2008-07-14,NA,7
"Puzzle","Sony Computer Entertainment America","SCEA Santa Monica Studio",NA,2015-01-13,NA,1
"Puzzle","Sony Computer Entertainment","Sony Computer Entertainment America",NA,2014-10-15,NA,10
"Puzzle","Sony Computer Entertainment","Sony Computer Entertainment America",NA,2014-10-15,NA,10
"Puzzle","Activision","Big Fish Games",NA,2011-07-27,NA,7
"Puzzle","Oberon Media","Sprout Games",5.3,2006-03-15,NA,3
"Puzzle","Sony Online Entertainment","Gastronaut Studios",NA,2010-03-11,NA,3
"Puzzle","PopCap Games","Sprout Games",NA,2006-02-06,NA,2
"Puzzle","PopCap Games","Sprout Games",NA,2008-09-17,NA,9
"Puzzle","Engine Software","Engine Software",NA,2011-01-28,NA,1
"Puzzle","Unknown","Pingbit Games",NA,2011-09-08,NA,9
"Puzzle","Affect","Affect",NA,2010-11-24,NA,11
"Puzzle","Affect","Affect",NA,1999-07-15,NA,7
"Puzzle","Unknown",NA,NA,NA,NA,NA
"Puzzle","Unknown","Playrix Entertainment",NA,2011-04-05,NA,4
"Puzzle","RTL","Yullaby Games",NA,2010-06-07,NA,6
"Puzzle","Unknown","iFun4all",NA,2011-04-05,NA,4
"Puzzle","Unknown","iFun4all",6.5,2011-10-20,NA,10
"Puzzle","Playrix Entertainment","Playrix Entertainment",NA,2010-04-30,NA,4
"Puzzle","Unknown","Playrix Entertainment",NA,2010-10-26,NA,10
"Puzzle","Rondomedia","Playrix Entertainment",NA,2010-02-24,NA,2
"Puzzle","Playrix Entertainment","Playrix Entertainment",NA,2009-05-28,NA,5
"Puzzle","Playrix Entertainment","Playrix Entertainment",NA,2009-11-12,NA,11
"Puzzle","Playrix Entertainment","Playrix Entertainment",NA,2009-10-08,NA,10
"Puzzle","Rondomedia","Playrix Entertainment",NA,2009-09-30,NA,9
"Puzzle","Playrix Entertainment","Playrix Entertainment",NA,2009-10-06,NA,10
"Puzzle","Alawar Entertainment","Alawar Entertainment, Inc.",NA,2008-12-31,NA,12
"Puzzle","Scott Cawthon","Scott Cawthon",NA,2014-11-10,NA,11
"Puzzle","Unknown","Unknown",NA,NA,NA,NA
"Puzzle","Scott Cawthon","Scott Cawthon",NA,2015-07-23,NA,7
"Puzzle","Lexicon Entertainment","DK Games",NA,2008-05-23,NA,5
"Puzzle","DK Games","DK Games",NA,2010-09-27,NA,9
"Puzzle","Nintendo","Mindware",NA,2010-06-07,NA,6
"Puzzle","Unknown","DB Soft",NA,2007-07-03,NA,7
"Puzzle","Unknown","DB Soft",NA,1985-06-14,NA,6
"Puzzle","Victor Interactive","Victor Interactive Software",NA,1990-03-23,NA,3
"Puzzle","Koubunsha","Koto",NA,2000-12-28,NA,12
"Puzzle","Atari","Gorilla Systems",NA,1995-01-01,NA,1
"Puzzle","Xform","Goodbye Galaxy Games",7.5,2010-02-22,NA,2
"Puzzle","Taito","Taito Corporation",NA,1990-04-01,NA,4
"Puzzle","Taito","Taito Corporation",NA,1989-12-15,NA,12
"Puzzle","Capcom","Proper Games",NA,2009-04-07,NA,4
"Puzzle","Capcom","Proper Games",NA,2009-04-08,NA,4
"Puzzle","Capcom","Proper Games",NA,2009-04-09,NA,4
"Puzzle","Eidos Interactive","Honeyslug",NA,2009-10-02,NA,10
"Puzzle","Nintendo","Curve Studios",8.4,2010-12-06,NA,12
"Puzzle","Unknown","Red Chain",NA,NA,NA,NA
"Puzzle","IBA Group","IBA Group",NA,2010-12-21,NA,12
"Puzzle","Elite","Audio Visual Magic",NA,1993-01-01,NA,1
"Puzzle","Two Tribes","Two Tribes",NA,2010-11-29,NA,11
"Puzzle","Unknown","Fugazo",NA,2010-12-20,NA,12
"Puzzle","Unknown","Fugazo",NA,NA,NA,NA
"Puzzle","Through Games","Through Games",NA,2016-07-13,NA,7
"Puzzle","Microsoft","ScumThorax",NA,2008-11-03,NA,11
"Puzzle","Microsoft","FunTown World Ltd",NA,2009-01-28,NA,1
"Puzzle","Sony Computer Entertainment","SCEI",NA,2002-07-04,NA,7
"Puzzle","Genterprise","Suzak",NA,2010-08-23,NA,8
"Puzzle","Genterprise","Suzak",NA,2010-09-08,NA,9
"Puzzle","Mycom","Kaneko",NA,1996-09-27,NA,9
"Puzzle","Microsoft","floatstarpx",NA,2009-04-19,NA,4
"Puzzle","Gastronaut Studios","Gastronaut Studios",NA,2009-05-20,NA,5
"Puzzle","Victory Lap Games","Vic Tokai",NA,1991-03-29,NA,3
"Puzzle","Metro 3D","Frame Studios Interactive",8,2003-07-01,NA,7
"Puzzle","Mumbo Jumbo","Lobstersoft",NA,2007-08-01,NA,8
"Puzzle","Unknown","FrontLine Studios",NA,2010-11-01,NA,11
"Puzzle","Unknown","FrontLine Studios",NA,2010-11-01,NA,11
"Puzzle","Pinnacle","Strawdog Studios Ltd.",NA,2008-09-25,NA,9
"Puzzle","Eidos Interactive","Strawdog Studios Ltd.",NA,2007-09-19,NA,9
"Puzzle","Unknown","Ohio Distinctive Software",NA,2002-01-01,NA,1
"Puzzle","Microsoft","Beringela",NA,2009-12-07,NA,12
"Puzzle","Sega","Sega",NA,2000-03-30,NA,3
"Puzzle","Hudson Soft","Hudson Soft",NA,1998-12-04,NA,12
"Puzzle","Legendo Entertainment","Legendo Entertainment",NA,2011-01-03,NA,1
"Puzzle","Hot-B","Hot-B",NA,1990-12-14,NA,12
"Puzzle","Nihon Bussan","Unknown",NA,1995-12-15,NA,12
"Puzzle","Nichibutsu","Nichibutsu",NA,1999-02-04,NA,2
"Puzzle","Microsoft","Maximinus",NA,2009-12-02,NA,12
"Puzzle","Locus","Locus",NA,1999-12-22,NA,12
"Puzzle","Success","Success",NA,2000-06-29,NA,6
"Puzzle","Powerhead Games","Powerhead Games",NA,2009-12-28,NA,12
"Puzzle","Unknown","Sandlot Games",NA,NA,NA,NA
"Puzzle","J-Wing","J-Wing",NA,2000-02-11,NA,2
"Puzzle","Mebius","Mebius",NA,1999-04-01,NA,4
"Puzzle","Gamebridge","G-mode",NA,2010-09-20,NA,9
"Puzzle","Gamebridge","Tom Create",NA,2011-03-07,NA,3
"Puzzle","Connect2Media","Mforma Europe Limited",NA,2010-10-25,NA,10
"Puzzle","Sony Computer Entertainment","Zoonami",NA,2007-06-14,NA,6
"Puzzle","Unknown","Sony Computer Entertainment America",NA,NA,NA,NA
"Puzzle","Sony Computer Entertainment","Zoonami",NA,2007-06-13,NA,6
"Puzzle","Sony Computer Entertainment","Zoonami Ltd.",NA,2008-02-06,NA,2
"Puzzle","Sony Computer Entertainment","Sumo Digital",NA,2006-12-07,NA,12
"Puzzle","Sony Computer Entertainment","Sumo Digital",NA,2007-11-20,NA,11
"Puzzle","Unknown","Coktel Vision",NA,1992-01-01,NA,1
"Puzzle","Sierra Entertainment","Coktel Vision",NA,1992-01-01,NA,1
"Puzzle","Sierra Entertainment","Coktel Vision",NA,1993-01-01,NA,1
"Puzzle","TOHO","Compile",NA,1990-10-01,NA,10
"Puzzle","TikGames","Creat Studios",NA,2011-06-16,NA,6
"Puzzle","TikGames","Creat Studios",NA,2010-06-15,NA,6
"Puzzle","Microsoft","Spyn Doctor",NA,2009-08-15,NA,8
"Puzzle","Caramel Pot","Caramel Pot",NA,2000-02-24,NA,2
"Puzzle","SelectSoft","Teyon Entertainment",NA,2014-08-14,NA,8
"Puzzle","Unknown","Yoyo Games",NA,2011-01-26,NA,1
"Puzzle","Microsoft","Bright Night Games",NA,2009-01-31,NA,1
"Puzzle","3DO","Tetragon",NA,1994-01-01,NA,1
"Puzzle","Sony Online Entertainment","Empty Clip Studios",NA,2010-03-18,NA,3
"Puzzle","Nintendo","Empty Clip Studios",NA,2008-09-08,NA,9
"Puzzle","Sony Online Entertainment","Empty Clip Studios",NA,2010-07-13,NA,7
"Puzzle","Monolith Productions","Monolith Productions",NA,1999-02-28,NA,2
"Puzzle","Unknown","Actual Entertainment",NA,NA,NA,NA
"Puzzle","Bandai","Yoshidayama Workshop",NA,1999-12-16,NA,12
"Puzzle","Bandai","Bandai",NA,1999-03-04,NA,3
"Puzzle","Bandai","Bandai",NA,2000-12-09,NA,12
"Puzzle","Compile","Compile",NA,2001-11-29,NA,11
"Puzzle","Webfoot Technologies","Webfoot Technologies",NA,1996-01-01,NA,1
"Puzzle","Phoenix Games","Data Design Interactive",NA,2005-01-01,NA,1
"Puzzle","SilverStar","SilverStar Japan",NA,2010-02-24,NA,2
"Puzzle","Microsoft","Utopioneer Games",NA,2011-07-08,NA,7
"Puzzle","Microsoft","YO1KOMORI",NA,2011-09-08,NA,9
"Puzzle","Unknown","Virtual Playground",NA,NA,NA,NA
"Puzzle","Tryfirst","Akinai Games",NA,2009-09-29,NA,9
"Puzzle","PopCap Games","Nuclide",NA,2006-09-21,NA,9
"Puzzle","Jorudan","Jorudan",NA,2000-09-22,NA,9
"Puzzle","Data Design Interactive","Data Design Interactive",NA,2005-07-27,NA,7
"Puzzle","Metro 3D","Data Design Interactive",NA,2005-07-15,NA,7
"Puzzle","TikGames","Creat Studios",NA,2010-03-25,NA,3
"Puzzle","Brighter Minds Media","Raptisoft",NA,2005-01-01,NA,1
"Puzzle","Sega","Tenky",9,2000-01-06,NA,1
