"console","genre","publisher","developer","critic_score","total_sales","release_month"
"GBA","Simulation","Natsume","TOSE Software",7.6,0.59,11
"PS3","Adventure","Electronic Arts","Spicy Horse",6.7,0.59,6
"PS2","Adventure","Konami","Climax Group",8,0.59,1
"PS3","Action-Adventure","Konami Digital Entertainment","Kojima Productions",8.5,0.59,3
"WiiU","Action-Adventure","Activision","Vicarious Visions",8,0.59,9
"PS3","Shooter","Square Enix","IO Interactive",6.3,0.59,8
"PS3","Sports","Sony Computer Entertainment","SCEA San Diego Studios",8.9,0.59,3
"PSP","Adventure","LucasArts","Traveller's Tales",5.2,0.59,11
"XB","Sports","Tecmo","Team Ninja",6.6,0.59,1
"X360","Sports","EA Sports","EA Tiburon",7.7,0.59,11
"PS2","Sports","EA Sports","EA Canada",7.9,0.59,4
"PS3","Sports","EA Sports","EA Canada",8.6,0.58,9
"GC","Sports","Activision","Neversoft Entertainment",9.2,0.58,10
"3DS","Simulation","Nintendo","High Horse Entertainment",7.5,0.58,10
"Wii","Sports","Electronic Arts","EA Montreal",6.6,0.58,11
"PS4","Shooter","Activision","Infinity Ward",7.9,0.58,6
"PS3","Misc","Bethesda Softworks","Unknown",6.8,0.58,10
"PS3","Racing","Codemasters","Codemasters Birmingham",7.7,0.58,10
"PS","Racing","THQ","Funcom",7.5,0.58,9
"PS2","Sports","EA Sports","EA Tiburon",8,0.58,7
"Wii","Misc","Activision","Neversoft Entertainment",7.5,0.58,6
"PC","Shooter","Square Enix","Eidos Montreal",8.7,0.58,8
"PS2","Shooter","Konami","Konami Computer Entertainment Tokyo",7.3,0.58,10
"NS","Misc","Warner Bros. Interactive Entertainment","Traveller's Tales",5,0.58,9
"PS3","Role-Playing","NIS America","Nippon Ichi Software",7.9,0.58,9
"PS","Role-Playing","Electronic Arts","Climax Group",8.3,0.58,1
"DS","Role-Playing","Square Enix","Matrix Software",7.2,0.58,10
"WiiU","Platform","Nintendo","HAL Laboratory",8.2,0.58,2
"PS","Action","Activision","Acquire",8.5,0.58,8
"X360","Action","Ubisoft","Ubisoft Romania",6.9,0.58,3
"N64","Sports","Konami","Konami Computer Entertainment Osaka",9.1,0.58,9
"X360","Shooter","Midway Games","Midway Studios Austin",6.3,0.57,11
"PSP","Action","Eidos Interactive","Crystal Dynamics",7.7,0.57,8
"PC","Strategy","Blizzard Entertainment","Blizzard Entertainment",8.8,0.57,11
"X360","Action","Disney Interactive Studios","Disney Interactive Studios",6.7,0.57,10
"XB","Platform","THQ","Heavy Iron Studios",6.7,0.57,10
"X360","Platform","Activision","Treyarch",6,0.57,5
"PS","Role-Playing","Sony Computer Entertainment","Camelot Software Planning",4.8,0.57,8
"PS3","Misc","MTV Games","Harmonix Music Systems",9.2,0.57,10
"Wii","Misc","Electronic Arts","Adrenalin Interactive",7.3,0.57,3
"GC","Sports","EA Sports","EA Tiburon",8.7,0.57,8
"X360","Sports","Sega","Sega Studios Australia",5.5,0.57,6
"PS3","Sports","EA Sports","EA Canada",9.1,0.57,9
"PSP","Racing","Sony Computer Entertainment","Climax Group",5.9,0.57,4
"PS2","Action","Capcom","Capcom Production Studio 1",5.8,0.57,4
"NS","Action-Adventure","Ubisoft","Ubisoft Toronto",7.5,0.57,10
"PS3","Fighting","Aksys Games","Arc System Works",8.5,0.57,6
"NS","Fighting","Capcom","Capcom",7,0.57,5
"PS3","Sports","2K Sports","Pam Development",7.8,0.57,6
"DS","Simulation","Natsume","Marvelous Interactive",6.3,0.57,9
"DS","Simulation","Natsume","Marvelous Interactive",9,0.57,11
"PC","Simulation","Electronic Arts","EA Redwood Shores",8.2,0.57,11
"PS2","Sports","EA Sports","EA Canada",7.9,0.57,4
"X360","Shooter","THQ","Relic Entertainment",7.3,0.56,9
"XB","Shooter","Electronic Arts","Digtal Illusions",7.5,0.56,10
"GBA","Role-Playing","Electronic Arts","Griptonite Games",7.4,0.56,11
"3DS","Role-Playing","Nintendo","Monolith Soft",8.6,0.56,4
"X360","Misc","Warner Bros. Interactive","TT Games / Harmonix Music Systems",7.3,0.56,11
"XB","Sports","EA Sports","EA Sports",8.8,0.56,7
"PSP","Role-Playing","Square Enix","Matrix Software",8,0.56,4
"X360","Sports","2K Sports","Pam Development",8.1,0.56,6
"PS4","Sports","Sony Interactive Entertainment","Clap Hanz",8.1,0.56,8
"Wii","Puzzle","Majesco","Tetris Online, Inc",7.3,0.56,6
"X360","Shooter","Activision","Raven Software",7.3,0.56,8
"XB","Platform","Microsoft Game Studios","Artoon",6.8,0.56,10
"GC","Action","Activision","EXAKT Entertainment",8.1,0.56,11
"PS3","Action","Ubisoft","Ubisoft Romania",7.5,0.56,3
"PS3","Action","Namco Bandai","Ninja Theory",7.9,0.56,10
"Wii","Action","Ubisoft","Grasshopper Manufacture",8.2,0.56,1
"X360","Sports","Activision","Neversoft Entertainment",7.2,0.56,10
"GBA","Platform","Universal Interactive","Pocket Studios",6,0.56,5
"N64","Action","Capcom","Angel Studios",9,0.56,10
"GC","Racing","Electronic Arts","EA Canada",8.4,0.56,11
"PS2","Racing","THQ","Pacific Coast Power & Light",8,0.56,7
"PSP","Puzzle","Ignition Entertainment","Awesome Studios",7.7,0.56,4
"GBA","Misc","Universal Interactive","Digital Illusions (DICE)",3,0.56,9
"3DS","Action-Adventure","Nintendo","Mercury Steam",9.1,0.56,9
"PS","Role-Playing","Capcom","Capcom",8.4,0.56,11
"PS2","Role-Playing","Atlus","Vanillaware",8,0.56,5
"PSP","Sports","Activision","Page 44 Studios",6.3,0.56,11
"DS","Simulation","THQ","Rare Ltd.",8.1,0.55,9
"XB","Fighting","THQ","Anchor",6.5,0.55,2
"X360","Racing","THQ","Rainbow Studios",6.9,0.55,5
"DS","Simulation","Ubisoft","Ubisoft",5,0.55,11
"PS2","Action","Konami","Kojima Productions",9.4,0.55,3
"PS3","Platform","Sony Computer Entertainment","Insomniac Games",7.6,0.55,9
"3DS","Platform","Nintendo","Good-Feel",7.5,0.55,2
"PSP","Platform","Sony Computer Entertainment","High Impact Games",7.2,0.55,6
"XB","Platform","Activision","Luxoflux, Inc.",6.7,0.55,4
"DS","Platform","Nintendo","Paon Corporation",7.8,0.55,9
"PS4","Racing","Namco Bandai Games","Slightly Mad Studios",8.5,0.55,9
"PS2","Adventure","Ubisoft","Ubisoft Montreal",7.1,0.55,10
"PS","Role-Playing","Working Designs","Game Arts",7.6,0.55,5
"PS3","Role-Playing","NIS America","Nippon Ichi Software",7.8,0.55,8
"Wii","Fighting","Capcom","Eighting",8.3,0.54,1
"X360","Fighting","Namco Bandai","Spike",6,0.54,10
"PSP","Role-Playing","Square Enix","Square Enix",9,0.54,2
"X360","Shooter","THQ","4a-games",7.4,0.54,3
"PS3","Shooter","Namco Bandai","Nex Entertainment",5.8,0.54,10
"XOne","Music","Ubisoft","Ubisoft Paris",8.1,0.54,10
"X360","Role-Playing","CDV Software Entertainment","Ascaron Entertainment",7,0.54,5
"3DS","Role-Playing","Namco Bandai Games","Ganbarion",6.3,0.54,11
"WiiU","Sports","Nintendo","Camelot Software Planning",6.1,0.54,11
"Wii","Sports","EA Sports","EA Tiburon",8.3,0.54,6
"PS3","Sports","EA Sports","EA Canada",7.9,0.54,10
"N64","Action","Midway Games","Atari Games",6,0.54,8
"PC","Action","Ubisoft","Ubisoft Montreal",8.5,0.54,3
"DS","Adventure","Nintendo","Cing",8,0.54,1
"PS3","Shooter","Electronic Arts","People Can Fly",8.4,0.54,2
"Wii","Action","Rockstar Games","Rockstar Toronto",5.8,0.54,10
"PS3","Action","Tecmo Koei","Omega Force",6.5,0.54,6
"X360","Action","Namco Bandai","Ninja Theory",8,0.54,10
"PSP","Racing","Sony Computer Entertainment","SCE San Diego Studio",7.7,0.54,5
"GC","Sports","EA Sports BIG","EA Canada",8.8,0.54,4
"GC","Sports","EA Sports BIG","EA Canada",8.4,0.54,12
"XB","Sports","EA Sports","EA Canada",8.1,0.54,10
"PS2","Platform","Activision","Edge of Reality",6.5,0.54,5
"XB","Platform","THQ","Heavy Iron Studios",6.8,0.54,10
"PS","Misc","989 Studios","Metro",7.7,0.54,10
"PC","Simulation","Electronic Arts","The Sims Studio",7.5,0.54,10
"PSP","Role-Playing","Sega","Sega WOW Overworks",8.1,0.54,8
"X360","Role-Playing","SouthPeak Interactive","Reality Pump",6.5,0.54,1
"GC","Role-Playing","Nintendo","Intelligent Systems",8.6,0.54,10
"GC","Role-Playing","Activision","Raven Software",8.6,0.53,9
"PS3","Shooter","Warner Bros. Interactive","GRIN",5,0.53,5
"DS","Shooter","Nintendo","Nintendo EAD / Q-Games",7.2,0.53,8
"Wii","Racing","Nintendo","Monster Games Inc.",7,0.53,11
"PS2","Platform","Electronic Arts","Krome Studios",7.3,0.53,10
"WiiU","Racing","Sega","Sumo Digital",6.9,0.53,11
"PS4","Racing","Codemasters","Codemasters Birmingham",8.9,0.53,8
"PSP","Racing","Codemasters","Sumo Digital",7.4,0.53,11
"PS","Racing","Electronic Arts","Eutechnyx",6.1,0.53,11
"PS4","Action","Warner Bros. Interactive Entertainment","Traveller's Tales",6.5,0.53,6
"PS","Adventure","ASCII Entertainment","Human Entertainment",6.1,0.53,9
"DS","Adventure","Capcom","Capcom",7.6,0.53,1
"DS","Action","Disney Interactive Studios","Keen Games",7,0.53,7
"PS3","Sports","EA Sports","EA Tiburon",8,0.53,11
"N64","Sports","Midway Games","William's Entertainment",8.1,0.53,11
"DS","Role-Playing","Natsume","Neverland Company",8.1,0.53,8
"XB","Sports","Midway Games","Midway Games",7.9,0.53,10
"PSP","Shooter","Ubisoft","High Voltage Software / Ubisoft Paris",6.5,0.53,8
"DS","Role-Playing","Nintendo","Level 5",6.8,0.53,8
"X360","Shooter","Warner Bros. Interactive","Monolith Productions",7.9,0.52,2
"GBA","Adventure","Electronic Arts","Griptonite Games",7,0.52,5
"PS","Role-Playing","Square","TOSE",9.2,0.52,6
"PSP","Role-Playing","Square Enix","HexaDrive",7,0.52,3
"PS2","Action","Konami","Konami Computer Entertainment Japan",8.5,0.52,3
"PSP","Fighting","EA Sports","EA Chicago",7.2,0.52,2
"PS","Fighting","Midway Games","Midway Games",6.5,0.52,11
"PS3","Action","Konami","Bluepoint Games",9.1,0.52,11
"X360","Education","Warner Bros. Interactive","Double Fine Productions",8,0.52,10
"DC","Simulation","Sega","VIVARIUM Inc.",8.1,0.52,8
"X360","Sports","EA Sports","EA Tiburon",8.1,0.52,6
"PS2","Puzzle","Namco","Namco",8.2,0.52,9
"PSP","Action","Konami","Climax Group",7.8,0.52,11
"Wii","Racing","Ubisoft","MTO",3.7,0.52,11
"PS3","Racing","Disney Interactive Studios","Avalanche Software",7.5,0.52,6
"PS3","Action","Agetec","Acquire",6.5,0.52,10
"DS","Role-Playing","Sega","ChunSoft",7.1,0.52,3
"DS","Role-Playing","Natsume","Neverland Company",7.9,0.52,11
"DS","Role-Playing","Disney Interactive Studios","Jupiter Multimedia",7.3,0.52,10
"Wii","Adventure","Disney Interactive Studios","Etranges Libellules",6.3,0.51,3
"PS4","Racing","Codemasters","Codemasters",8.3,0.51,4
"PS3","Action","Sony Computer Entertainment","Factor 5",5.5,0.51,8
"PSP","Action","Tecmo Koei","Omega Force",6.6,0.51,3
"GBA","Platform","Disney Interactive Studios","Digital Eclipse",5,0.51,11
"PSP","Racing","Atari","Melbourne House",7.7,0.51,3
"PS3","Action","Ubisoft","Ubisoft",8.3,0.51,4
"PS3","Platform","THQ","Heavy Iron Studios",5.2,0.51,10
"X360","Sports","2K Sports","Visual Concepts",7.4,0.51,3
"Wii","Sports","Konami","Konami",8.1,0.51,11
"X360","Action","Electronic Arts","Pandemic Studios",7.2,0.51,12
"NS","Action","Nintendo","Omega Force",7.3,0.51,10
"PSP","Sports","EA Sports","EA Canada",7,0.51,9
"GC","Sports","EA Sports","EA Tiburon",9.2,0.51,8
"X360","Fighting","Namco Bandai","Spike",5.8,0.51,11
"GBA","Fighting","Atari","Banpresto",7.1,0.51,6
"PSP","Fighting","Namco Bandai","Project Soul",8,0.51,9
"PS3","Fighting","NIS America","Eighting",6.7,0.51,8
"XOne","Strategy","Microsoft Studios","Creative Assembly",7,0.51,2
"PS3","MMO","Sony Online Entertainment","WBIE",6.5,0.51,1
"PS2","Sports","EA Sports","EA Montreal",7.2,0.51,9
"X360","Shooter","Activision","Eurocom",7.4,0.5,11
"X360","Shooter","Bethesda Softworks","Artificial Mind and Movement",6.9,0.5,9
"3DS","Action","Nintendo","Nintendo EAD",5.6,0.5,3
"PSP","Misc","MTV Games","Backbone Entertainment / Harmonix Music Systems",8,0.5,6
"Wii","Sports","EA Sports","HB Studios",8.2,0.5,11
"X360","Sports","Electronic Arts","EA Canada",9,0.5,9
"3DS","Misc","Nintendo","Headstrong Games",7.8,0.5,10
"GBA","Role-Playing","Atlus","Quest Corporation",8.5,0.5,5
"PS3","Sports","EA Sports","EA Redwood Shores",8.1,0.5,11
"PC","Role-Playing","Electronic Arts","BioWare Corp.",9.1,0.5,11
"X360","Racing","Electronic Arts","Criterion",8.8,0.5,3
"DS","Puzzle","Nintendo","Jupiter Multimedia",8.4,0.5,7
"DS","Puzzle","Nintendo","HAL Laboratory",8.7,0.5,5
"Wii","Action","Rockstar Games","Rockstar Toronto",8.4,0.5,3
"GC","Sports","Activision","Neversoft Entertainment",8.6,0.5,10
"GC","Adventure","THQ","AWE Games",5.5,0.5,10
"X360","Adventure","Electronic Arts","Spicy Horse",6.9,0.5,6
"Wii","Platform","THQ","Asobo Studio",6.5,0.5,6
"3DS","Platform","Disney Interactive Studios","DreamRift",6.6,0.5,11
"X360","Sports","Konami","Konami",7.7,0.5,9
"3DS","Simulation","Natsume","Toy Box",5.5,0.5,10
"XB","Fighting","Tecmo","Team Ninja",8.1,0.5,10
"PS3","Action","Activision","High Moon Studios",7.8,0.5,6
"PS2","Action","Eidos Interactive","IO Interactive",8.2,0.5,5
"X360","Fighting","THQ","Yuke's",8,0.5,11
"PS3","Strategy","Ubisoft","Eugen Systems",8,0.5,9
"3DS","Action","Sega","Sega",5.7,0.5,3
"DS","Action","Activision","Vicarious Visions",6.1,0.5,11
"Wii","Strategy","Nintendo","Intelligent Systems",7.7,0.49,11
"X360","Shooter","Square Enix","IO Interactive",6.4,0.49,8
"X360","Action","Namco Bandai","Project ACES",7,0.49,10
"PS2","Action","Atari","Shiny Entertainment",6.8,0.49,11
"PS3","Action","Namco Bandai","Omega Force",5.9,0.49,4
"X360","Fighting","Atari","Dimps Corporation",7.3,0.49,6
"WiiU","Party","Nintendo","Nd Cube Co., Ltd.",4.8,0.49,11
"PS3","Racing","Sony Computer Entertainment","Evolution Studios",7.6,0.49,5
"3DS","Racing","Ubisoft","Konami",4,0.49,3
"X360","Racing","Codemasters","Codemasters Birmingham",8.5,0.49,9
"GC","Racing","Acclaim Entertainment","Hitmaker",7.2,0.49,11
"PS4","Racing","Deep Silver","Codemasters",8.6,0.49,6
"Wii","Simulation","Majesco","Cooking Mama Limited",3.8,0.49,11
"X360","Adventure","Atari","Eden Studios",6.3,0.49,6
"3DS","Simulation","Marvelous Interactive","Marvelous Entertainment",7.9,0.49,2
"WiiU","Sports","EA Sports","EA Canada",7,0.49,11
"3DS","Sports","Nintendo","Camelot Software Planning",8.1,0.49,5
"X360","Sports","Activision","Neversoft Entertainment",8.4,0.49,11
"PC","Shooter","Electronic Arts","EA DICE",7.5,0.49,11
"3DS","Shooter","Capcom","Capcom",6.3,0.49,6
"DS","Shooter","LucasArts","n-Space",5.9,0.49,11
"X360","Shooter","D3 Publisher","Digital Extremes",7.1,0.48,3
"PC","Shooter","Ubisoft","Ubisoft Montreal",8.4,0.48,10
"X360","Racing","Disney Interactive Studios","Avalanche Software",7.5,0.48,6
"DS","Role-Playing","Nintendo","Next Entertainment",7,0.48,11
"N64","Simulation","Natsume","Toy Box Studios",7.8,0.48,11
"PS3","Action","Electronic Arts","Pandemic Studios",7.1,0.48,12
"3DS","Platform","Sega","Dimps Corporation",5.2,0.48,10
"X360","Misc","Microsoft","Zoe Mode",5.1,0.48,11
"PSP","Racing","Sega","Sniper Studios",6.3,0.48,8
"X360","Sports","EA Sports","EA Redwood Shores",8.2,0.48,10
"PS3","Role-Playing","NIS America","Gust",6.4,0.48,6
"PS","Role-Playing","Konami","KCEJ",6.3,0.48,3
"PS2","Strategy","Electronic Arts","Bullfrog Productions",7.9,0.48,12
"DS","Adventure","Disney Interactive Studios","Etranges Libellules",7,0.48,3
"X360","Sports","EA Sports","EA Canada",7.8,0.48,4
"PS4","Action","Electronic Arts","Hazelight",7.5,0.48,3
"X360","Shooter","Midway Games","Epic Games",7.8,0.47,7
"Wii","Adventure","Konami","Climax Group",7.3,0.47,12
"X360","Shooter","Microsoft Game Studios","FASA Studio",6.3,0.47,5
"PS3","Shooter","D3 Publisher","Digital Extremes",7.2,0.47,3
"PS3","Shooter","Warner Bros. Interactive","Monolith Productions",8.2,0.47,2
"Wii","Simulation","Ubisoft","Ubisoft Montreal",5,0.47,11
"GC","Simulation","Nintendo","Konami",7,0.47,10
"Wii","Shooter","Electronic Arts","Visceral Games",8.2,0.47,9
"N64","Shooter","Midway Games","Midway Studios San Diego",7.4,0.47,3
"X360","Role-Playing","Electronic Arts","BioWare Corp.",8.3,0.47,3
"N64","Role-Playing","THQ","Imagineer",5.4,0.47,6
"DS","Role-Playing","Square Enix","Square Enix",7.7,0.47,3
"NS","Platform","Sega","PagodaWest Games",8.8,0.47,8
"DS","Platform","Activision","Vicarious Visions",8,0.47,5
"Wii","Platform","Activision","Vicarious Visions",4.8,0.47,5
"PS3","Role-Playing","SouthPeak Interactive","Reality Pump",6.5,0.47,1
"PS3","Action","Namco Bandai","Omega Force",6.4,0.47,8
"Wii","Sports","EA Sports","EA Redwood Shores",7.1,0.47,3
"XB","Racing","Electronic Arts","EA Black Box",7.9,0.47,10
"PS4","Platform","Sony Interactive Entertainment","SIE Japan Studio",6.7,0.47,9
"X360","Action","Activision","Bizarre Creations",6.2,0.47,11
"X360","Sports","EA Sports","EA Canada",6,0.47,9
"PSP","Sports","EA Sports","EA Canada",6.8,0.47,4
"X360","Simulation","Microsoft Game Studios","Rare Ltd.",8.5,0.47,9
"Wii","Action","Nintendo","Artoon",3.8,0.47,11
"DS","Action","Activision","Artificial Mind and Movement",5.3,0.47,10
"3DS","Adventure","Nintendo","Creatures Inc.",7.1,0.47,3
"PC","Strategy","THQ","Relic",8.7,0.47,2
"PS","Shooter","Acclaim Entertainment","Probe Entertainment Limited",8,0.47,9
"3DS","Adventure","Nintendo","GREZZO",7.3,0.47,10
"PS4","Music","Ubisoft","Ubisoft Paris",7.5,0.47,11
"PS2","Adventure","Sony Computer Entertainment","Team ICO",8.8,0.47,9
"PS2","Puzzle","Sony Computer Entertainment","SCEI",8,0.47,10
"3DS","Sports","Nintendo","Namco Bandai Games",6,0.46,3
"DS","Role-Playing","Capcom","Capcom",5.7,0.46,6
"PSP","Racing","Sony Computer Entertainment","Climax Group",7.6,0.46,10
"PS2","Adventure","Konami","Konami Computer Entertainment Japan",9,0.46,3
"PC","Sports","EA Sports","EA Canada",9.1,0.46,9
"X360","Adventure","Sega","Shiny Entertainment",4.4,0.46,12
"GBA","Misc","Infogrames","Magellan Interactive",6,0.46,5
"PS3","Racing","THQ","Rainbow Studios",6.9,0.46,5
"Wii","Racing","Electronic Arts","Exient Entertainment",5,0.46,11
"GBA","Racing","Vivendi Games","Vicarious Visions",7.7,0.46,11
"XOne","Action-Adventure","Microsoft Studios","Undead Labs",7,0.46,5
"PS","Fighting","Sony Computer Entertainment","Eighting / Raizing",8.2,0.46,4
"PS2","Sports","Activision","Rainbow Studios",8.1,0.46,8
"PS3","Role-Playing","Namco Bandai","Namco Tales Studio",8,0.46,9
"GBA","Puzzle","Nintendo","Nintendo",5.7,0.46,6
"PS2","Platform","Sony Computer Entertainment","High Impact Games",7.5,0.46,11
"GBA","Platform","Disney Interactive Studios","Artificial Mind and Movement",9,0.46,8
"PSP","Action","Eidos Interactive","Buzz Monkey",7.2,0.46,6
"Wii","Puzzle","Electronic Arts","EA Los Angeles",8.8,0.46,5
"PSP","Shooter","Ubisoft","Gearbox Software",6.8,0.46,12
"PS3","Shooter","THQ","Volition Inc.",7,0.46,6
"PSP","Shooter","Sony Computer Entertainment","SCEA Bend Studio",8.4,0.46,10
"NS","Action","Nintendo","Omega Force",8,0.46,5
"PS2","Role-Playing","Bandai","CyberConnect2",7.1,0.46,9
"GBA","Shooter","Majesco","Shin'en GmbH",5.6,0.46,5
"PS2","Shooter","Midway Games","Midway Studios Austin",7.7,0.45,4
"X360","Shooter","Activision","Nerve Software",6.7,0.45,5
"PS","Role-Playing","Konami","Konami Computer Entertainment Tokyo",7.7,0.45,3
"PS3","Shooter","THQ","Relic Entertainment",7.3,0.45,9
"Wii","Sports","Konami","Konami",8.4,0.45,3
"PS3","Shooter","Warner Bros. Interactive","Day 1 Studios",7.8,0.45,6
"GC","Role-Playing","Sega","Sonic Team",8.2,0.45,10
"GC","Action","Atari","Shiny Entertainment",6.5,0.45,5
"DS","Fighting","Sega","Treasure Co., Ltd.",8.2,0.45,10
"PS","Action","Activision","Neversoft Entertainment",6.7,0.45,10
"DS","Misc","Activision","Vicarious Visions",6.3,0.45,11
"PS2","Action","BAM! Entertainment","VIS Entertainment",3.8,0.45,11
"NS","Adventure","Rockstar Games","Team Bondi",7.9,0.45,11
"PSP","Strategy","THQ","Team17 Software / Two Tribes",8.1,0.45,9
"DS","Strategy","2K Games","Firaxis",8.2,0.45,7
"PSP","Action","Tecmo Koei","Omega Force",6.4,0.45,4
"WiiU","Action","Warner Bros. Interactive Entertainment","Traveller's Tales",7.4,0.45,11
"X360","Strategy","Bethesda Softworks","EA Los Angeles",7.4,0.45,11
"Wii","Adventure","Eidos Interactive","Crystal Dynamics",6.3,0.45,11
"GBA","Fighting","Namco","Eighting / Raizing",8.3,0.45,1
"PC","Simulation","Electronic Arts","EA Redwood Shores",7.9,0.45,6
"3DS","Simulation","Nintendo","syn Sophia",8.5,0.45,12
"DS","Action","Activision","Vicarious Visions",6,0.45,10
"X360","Fighting","Midway Games","Midway Studios Los Angeles",6.4,0.45,9
"GC","Fighting","THQ","Yuke's Future Media Creators",8.1,0.45,8
"Wii","Action","Warner Bros. Interactive","Torus Games",7.6,0.45,9
"GBA","Racing","THQ","Climax Group",5.3,0.45,11
"X360","Racing","Ubisoft","Tigon",6.7,0.45,3
